,Model,M,Train Z,Adam learning rate,minibatch size,iterations,time logs,ELBo logs,accuracy logs,final hyperparams
0,SGPR,500,True,0.1,,200,"[8.836072206497192, 16.489488124847412, 24.2111599445343, 31.55633020401001, 38.86471915245056, 46.35290312767029, 54.52390789985657, 62.250083923339844, 70.02294492721558, 77.57446503639221, 84.92125487327576, 92.3189468383789, 99.55798697471619, 106.92522120475769, 114.2759370803833, 121.63381314277649, 128.8144862651825, 136.16279530525208, 143.5019233226776, 150.86234664916992, 158.37499284744263, 167.02354764938354, 174.7256076335907, 182.0320656299591, 189.35305070877075, 196.9004726409912, 204.33157563209534, 211.67530059814453, 219.020263671875, 226.3036186695099, 233.63249468803406, 240.9714856147766, 248.27025485038757, 255.68435192108154, 263.0655891895294, 270.4161410331726, 277.7559142112732, 285.0241630077362, 292.9939293861389, 300.26071214675903, 307.53167510032654, 314.8725881576538, 322.30412697792053, 329.5783131122589, 337.1019821166992, 344.35743594169617, 351.70018315315247, 359.0744490623474, 366.52257084846497, 373.8166608810425, 381.0213887691498, 388.3525207042694, 395.70973348617554, 403.1580722332001, 414.8169164657593, 422.0772385597229, 429.20742177963257, 436.44822669029236, 443.63722491264343, 450.6647560596466, 458.0752069950104, 465.4454960823059, 472.5450129508972, 479.81747102737427, 486.9214189052582, 494.0416648387909, 501.14718198776245, 508.5888328552246, 515.9176228046417, 522.9999837875366, 530.2358174324036, 537.4184954166412, 544.7832424640656, 551.8976423740387, 558.8963084220886, 566.0130066871643, 573.1479227542877, 580.3495216369629, 587.4590516090393, 594.6052815914154, 601.9007875919342, 609.0492277145386, 616.2467837333679, 623.2680449485779, 630.5212790966034, 637.9204292297363, 645.4233512878418, 652.7339384555817, 659.7862117290497, 667.1044957637787, 675.8251447677612, 685.243638753891, 692.4804637432098, 699.6135416030884, 706.6942315101624, 713.8736386299133, 721.0433077812195, 728.2513108253479, 735.311262845993, 742.3600866794586, 749.462513923645, 756.4640116691589, 763.523839712143, 770.6338374614716, 777.7140736579895, 785.2216455936432, 792.3200645446777, 799.301593542099, 806.3850636482239, 813.3862597942352, 820.6156146526337, 827.6293427944183, 834.6803669929504, 841.9784560203552, 849.0872900485992, 856.3593108654022, 863.4751257896423, 870.4420776367188, 877.6246144771576, 885.1446905136108, 892.4050316810608, 900.2484095096588, 907.9000322818756, 915.7727391719818, 923.1285493373871, 930.4008665084839, 937.6821024417877, 944.765875339508, 951.9150953292847, 959.2617673873901, 966.5658345222473, 973.8543255329132, 981.0701806545258, 988.8447885513306, 995.8876714706421, 1003.0936894416809, 1010.1983513832092, 1017.3826432228088, 1024.517126083374, 1031.8262870311737, 1039.1560008525848, 1047.1802599430084, 1054.8214046955109, 1062.1650488376617, 1069.2735986709595, 1076.3483057022095, 1083.7951037883759, 1091.5811977386475, 1099.3967077732086, 1106.6104409694672, 1113.7987809181213, 1121.756602048874, 1135.1524789333344, 1143.7582399845123, 1151.2838289737701, 1158.7581799030304, 1165.9816098213196, 1173.5948729515076, 1181.0290479660034, 1188.4862749576569, 1195.820954799652, 1203.314386844635, 1211.7140717506409, 1221.2789347171783, 1232.0853135585785, 1241.40371966362, 1251.3114087581635, 1260.6425647735596, 1271.173128604889, 1279.3626005649567, 1288.0650556087494, 1296.2568295001984, 1306.156795501709, 1314.0281224250793, 1321.9655404090881, 1329.7762882709503, 1338.0042712688446, 1345.454264640808, 1352.9138445854187, 1360.7576477527618, 1368.883683681488, 1377.8850247859955, 1385.8337428569794, 1394.0837309360504, 1402.8066532611847, 1411.9086141586304, 1420.658617258072, 1431.0814940929413, 1439.0325729846954, 1447.2325656414032, 1454.919490814209, 1462.4582319259644, 1470.079164981842, 1479.2199659347534, 1486.9934477806091, 1494.2805037498474, 1501.9134335517883, 1509.1959176063538, 1516.6312475204468, 1524.0459744930267]","[-571732.3483599932, -549817.7743918194, -528624.6586561836, -507203.76522122545, -485360.7393492493, -463106.26463697705, -440450.74901666905, -417385.19662463205, -393932.3479837674, -370116.6330958221, -345969.6206102315, -321531.9868131341, -296849.01227780647, -271848.57433059235, -246616.26355310524, -221244.5614777236, -195706.69684806257, -169952.649879589, -144193.26132988298, -118378.38934082598, -92616.47066823547, -66898.38875108853, -41341.327823368745, -16018.58792502762, 9175.954308706889, 34070.116353287594, 58328.73215432689, 82111.91191083915, 105559.74965934968, 128200.51650208142, 150147.96468601772, 171131.84036070842, 191297.45330700296, 210483.38695402432, 228493.71257428743, 245158.12633239722, 260247.2642943276, 274263.62229979236, 286907.5102484835, 297976.2143689189, 307435.04914304183, 315052.807563268, 321623.1387099711, 325960.3812389589, 330154.8867036608, 331787.42080522666, 332961.2398289464, 333267.7271251633, 332777.8076314555, 331596.99243666686, 330556.86918273673, 329541.92403851345, 329491.5060111742, 329113.25855479005, 328669.0321924576, 328782.3862655781, 329621.56736514124, 331111.0437344023, 332660.89413724805, 334611.57872329897, 336428.4403478968, 338816.8093078028, 340906.9896092758, 342903.76646208146, 344587.4006926232, 346472.53814482235, 348435.7411821013, 350197.0476638322, 351396.9445335086, 352304.6649963745, 353175.58790229924, 353818.671090474, 354671.2045858804, 355309.96290553466, 355877.38802549, 356347.1292831908, 356728.46054984967, 357479.0632789569, 357941.6508779455, 358332.93452715303, 358941.1010182322, 359638.461698793, 359772.4467252457, 360137.0574577317, 360592.5867978801, 361276.5973207891, 361942.7652106428, 362612.54537311534, 363128.0318246783, 363664.21749436285, 364315.0162396353, 364978.4465772667, 365313.1878125727, 365983.24560179573, 366641.5423375183, 366991.17983248027, 367713.6068953128, 368018.1613833724, 368655.75991153123, 369394.52716604865, 370173.8790575316, 370709.7700346707, 371161.6069226953, 371855.9878552031, 372341.01548787195, 373002.1914033046, 373644.8810045958, 374286.6213293, 374835.7237495206, 375495.4225962226, 376260.937279489, 376996.14930286014, 377636.3358732014, 378381.01415862783, 379049.71111720277, 379782.2537664458, 380395.2579144101, 380927.123440398, 381532.19996569946, 382243.88016723946, 382852.3019205037, 383515.18276095705, 384015.0117710816, 384386.42788839445, 385099.22116888256, 385728.54167318356, 386228.69059880485, 386807.32561106596, 387440.0487298515, 388018.1516030008, 388471.3386737384, 388831.08048669284, 389210.86495446635, 389730.80092640093, 390160.9024603573, 390580.511343741, 390955.2783008652, 391344.87885207485, 391548.6977821776, 391698.97101813473, 391794.2351213944, 391658.16377269255, 392029.4609962803, 392343.4839293979, 392635.5264745768, 392823.8876308756, 393032.36270120495, 393208.6671305712, 393370.8252585727, 393504.573720866, 393543.6186648841, 393747.21782955725, 393768.6194975773, 393911.11329746305, 393889.7150874954, 393580.4045030292, 393136.7921563025, 393039.7826881226, 393570.6218700771, 393763.1237646927, 393846.3330119023, 394026.4688521527, 394105.0843642721, 394281.80381832656, 394477.40876161645, 394849.01555925224, 395080.4654781645, 395205.39991792187, 395291.48802308703, 395118.32789979235, 395115.2763913503, 395167.18827978114, 394951.9268564269, 394689.19900145184, 394671.82425394014, 394705.5854598327, 394619.43416833866, 394649.6703480064, 394992.3311916498, 394987.34830260987, 395172.8917541689, 395407.506544785, 395743.6330823024, 395857.9862811434, 396041.3651554376, 396149.35987025953, 396088.69685931026, 395852.0718281631, 395852.65171548224, 395720.24337452755, 395802.3748239683, 395822.01986124564, 395960.765949258, 395957.919090408, 395874.4086058702, 395797.83572586824, 395896.6699677162, 395831.0460841326, 395976.604604144, 396463.836199395]","[0.9374, 0.9417, 0.9468, 0.949, 0.9516, 0.9513, 0.9532, 0.9533, 0.9551, 0.9542, 0.9562, 0.9558, 0.9544, 0.9565, 0.9554, 0.9562, 0.9563, 0.9556, 0.9554, 0.9558, 0.9561, 0.9556, 0.9558, 0.956, 0.9565, 0.9571, 0.9569, 0.957, 0.9572, 0.9582, 0.9577, 0.9573, 0.958, 0.9604, 0.96, 0.96, 0.9606, 0.9594, 0.9611, 0.9606, 0.9614, 0.9623, 0.9614, 0.9626, 0.9637, 0.9628, 0.9642, 0.9638, 0.9644, 0.9647, 0.9656, 0.9656, 0.9658, 0.9664, 0.9665, 0.9659, 0.9658, 0.9663, 0.9668, 0.9672, 0.9671, 0.9673, 0.9677, 0.9677, 0.9687, 0.9677, 0.9685, 0.9683, 0.9676, 0.968, 0.9685, 0.9681, 0.9684, 0.9685, 0.9686, 0.9677, 0.969, 0.9681, 0.9685, 0.9683, 0.9692, 0.9687, 0.9686, 0.9691, 0.9688, 0.9683, 0.9704, 0.9694, 0.9692, 0.9696, 0.9698, 0.9705, 0.9688, 0.9704, 0.97, 0.9703, 0.9705, 0.9707, 0.9705, 0.9709, 0.9707, 0.9706, 0.9709, 0.9712, 0.9709, 0.9714, 0.9712, 0.9718, 0.972, 0.9714, 0.9716, 0.9721, 0.9712, 0.9721, 0.9722, 0.9722, 0.9721, 0.9728, 0.9725, 0.9721, 0.9729, 0.9719, 0.9721, 0.9728, 0.973, 0.9728, 0.9729, 0.9733, 0.973, 0.9734, 0.973, 0.9732, 0.9733, 0.9731, 0.9737, 0.9727, 0.9736, 0.9729, 0.9737, 0.973, 0.9728, 0.9739, 0.9735, 0.9735, 0.9735, 0.9739, 0.9733, 0.9737, 0.9734, 0.9737, 0.974, 0.9733, 0.9742, 0.9734, 0.974, 0.9738, 0.974, 0.9738, 0.9746, 0.9745, 0.9738, 0.9743, 0.9735, 0.9736, 0.9744, 0.9743, 0.9743, 0.9739, 0.9743, 0.9738, 0.9744, 0.9746, 0.9741, 0.9746, 0.9743, 0.9744, 0.9752, 0.9734, 0.9748, 0.974, 0.9747, 0.9746, 0.9738, 0.9745, 0.9743, 0.9742, 0.9743, 0.9744, 0.974, 0.9743, 0.9745, 0.9748, 0.9747, 0.9743, 0.9743, 0.9744, 0.9747, 0.974, 0.9746, 0.9747]","{'kernel variance': array(0.00780552), 'kernel lengthscale': array(5.44821697), 'likelihood variance': array(0.01240027)}"
1,SGPR,500,False,0.1,,200,"[7.356839895248413, 14.907065153121948, 22.190860986709595, 29.801487684249878, 37.23021149635315, 44.65473556518555, 52.04138469696045, 59.526336669921875, 66.99788665771484, 74.37728333473206, 81.8995852470398, 89.31653022766113, 96.80732822418213, 104.37510418891907, 111.71266603469849, 119.0663411617279, 126.36362099647522, 133.75512099266052, 141.05426502227783, 148.4085350036621, 155.90659284591675, 163.82433557510376, 171.15754175186157, 178.57639479637146, 185.9709668159485, 193.32334804534912, 200.84751176834106, 208.24230885505676, 215.55987405776978, 222.93674302101135, 230.33367323875427, 237.79147624969482, 245.0600242614746, 252.7329924106598, 260.1212205886841, 267.5517785549164, 275.0024743080139, 282.4620726108551, 289.9733307361603, 297.3276176452637, 304.9142107963562, 312.1809628009796, 319.5915446281433, 327.10113883018494, 334.47416496276855, 342.02458906173706, 349.33311319351196, 356.80564308166504, 364.1896460056305, 371.8907959461212, 379.47883796691895, 388.16100573539734, 395.7614986896515, 403.41735553741455, 411.1195526123047, 418.5511827468872, 425.8902208805084, 433.3468210697174, 440.75628209114075, 448.1156620979309, 455.5289890766144, 463.1626651287079, 470.64170002937317, 478.20758509635925, 485.6532561779022, 493.27860832214355, 500.61669921875, 508.58354449272156, 515.8137314319611, 523.313526391983, 530.6382522583008, 538.0196371078491, 545.4663453102112, 552.9322974681854, 560.3717622756958, 568.784695148468, 576.073920249939, 583.5129523277283, 590.9147465229034, 598.2385556697845, 605.5782775878906, 612.9166367053986, 620.265157699585, 627.6281363964081, 635.0204615592957, 642.4336273670197, 649.9438042640686, 657.2369105815887, 664.5608017444611, 672.0293567180634, 679.4089267253876, 686.8318917751312, 694.2103018760681, 701.5795388221741, 709.1874706745148, 716.5090055465698, 724.0405795574188, 732.2388498783112, 739.6141128540039, 747.12278175354, 754.6201436519623, 761.9070336818695, 769.433191537857, 776.9242005348206, 784.2626342773438, 791.82550740242, 799.1671824455261, 806.5772576332092, 814.1507964134216, 821.6739275455475, 829.1494188308716, 836.5420026779175, 844.0091366767883, 852.2228889465332, 859.5457119941711, 867.123034954071, 874.6296439170837, 881.9484307765961, 889.4471356868744, 897.514018535614, 904.9085013866425, 912.2499444484711, 919.7227213382721, 927.250036239624, 934.6376883983612, 942.0829923152924, 949.4956383705139, 956.9474263191223, 964.4284002780914, 971.8137454986572, 979.3056523799896, 986.7051174640656, 994.2919645309448, 1001.7571685314178, 1009.0810942649841, 1017.8932521343231, 1029.865671157837, 1039.8736364841461, 1047.9166252613068, 1057.4630410671234, 1065.990079164505, 1074.2557971477509, 1083.0794372558594, 1091.3676941394806, 1099.0535542964935, 1107.7509412765503, 1115.9593832492828, 1123.9106831550598, 1131.7808842658997, 1139.546647310257, 1147.6362273693085, 1155.57381939888, 1163.451096534729, 1171.6037993431091, 1179.6315064430237, 1187.433045387268, 1195.6372964382172, 1203.6095402240753, 1211.7276539802551, 1219.6563119888306, 1227.493499994278, 1234.6743528842926, 1242.3031718730927, 1250.0058600902557, 1257.5315790176392, 1265.2194557189941, 1273.0132377147675, 1280.631549835205, 1288.2338349819183, 1295.7978219985962, 1303.2017018795013, 1311.0453078746796, 1318.5023958683014, 1325.9879338741302, 1333.5095417499542, 1341.066874742508, 1348.6624796390533, 1356.0781617164612, 1363.5825679302216, 1371.2526149749756, 1378.7937879562378, 1386.3622930049896, 1393.8426752090454, 1401.6245603561401, 1409.7479271888733, 1423.019023180008, 1432.0421884059906, 1440.0545015335083, 1449.2143776416779, 1459.9390876293182, 1468.0009627342224, 1475.5920016765594, 1484.7444427013397, 1494.1984586715698, 1504.2860934734344, 1514.2808725833893, 1524.437697649002, 1534.6939306259155, 1545.1234035491943, 1555.197255373001]","[-571361.4855527049, -551379.4882157303, -530962.3584585992, -510111.1697132017, -488829.469712368, -467123.5159031741, -445002.5037871936, -422478.7859025813, -399568.0798771785, -376289.6648542083, -352666.5665686635, -328725.732359337, -304498.19834970834, -280019.2518193127, -255328.59230629884, -230470.49511721847, -205493.9805540946, -180452.9911809339, -155406.57771433552, -130419.09149879994, -105560.37786463431, -80905.95979629504, -56537.19507888553, -32541.38226168783, -9011.781235182018, 13952.497077226406, 36246.79029061011, 57761.44568152449, 78382.72892189078, 97994.17801447643, 116478.50595111988, 133720.15108126844, 149608.55289237655, 164042.18592088536, 176933.31012529175, 188213.29102845752, 197838.21458596003, 205794.38890977693, 212103.21671569964, 216824.86938835634, 220060.2140001934, 221950.53261889715, 222674.70257519418, 222443.65245549323, 221492.0730728719, 220067.57458244287, 218417.76598553115, 216776.07759880356, 215347.49305024336, 214295.63504220953, 213732.79757418775, 213714.4597834648, 214239.4357254695, 215256.02247732354, 216673.40013453586, 218376.4489605819, 220241.50131720363, 222150.577234435, 224002.28859172843, 225718.5401823587, 227247.07390801283, 228560.56860119826, 229653.34267565317, 230536.74555084785, 231234.16197893722, 231776.2968288581, 232197.14158616785, 232530.79972910264, 232809.18691358063, 233060.52235646616, 233308.47776457516, 233571.83486033254, 233864.5093454311, 234195.81888005207, 234570.8991598154, 234991.20097629784, 235455.02844347514, 235958.1008238278, 236494.1346465191, 237055.44744554232, 237633.5798274125, 238219.92126208276, 238806.31122506608, 239385.57597761578, 239951.9565821099, 240501.38820441498, 241031.60449649382, 241542.06164898118, 242033.70046403853, 242508.58653053502, 242969.48358107335, 243419.42013648397, 243861.30368992663, 244297.62164627295, 244730.24787455972, 245160.35301969596, 245588.40035167348, 246014.20006112813, 246436.994365772, 246855.55201275484, 247268.26047058497, 247673.21348615305, 248068.2976687313, 248451.2829690401, 248819.91892086773, 249172.03337695764, 249505.62581447267, 249818.94522721518, 250110.54406698595, 250379.304160001, 250624.43647052767, 250845.4620740374, 251042.18507091957, 251214.6685153005, 251363.22179018066, 251488.40309566946, 251591.0351987934, 251672.22777567117, 251733.39672135457, 251776.2703150662, 251802.87406440207, 251815.48979240167, 251816.58909575955, 251808.74563500087, 251794.53396144346, 251776.42427403165, 251756.68260281777, 251737.2847576706, 251719.8504510905, 251705.60176646535, 251695.3479033087, 251689.4960120865, 251688.08594522672, 251690.84491274948, 251697.25644466723, 251706.63693567505, 251718.2126264763, 251731.1903344373, 251744.81658638327, 251758.42181654507, 251771.4485849815, 251783.4648883607, 251794.1651812757, 251803.36248460063, 251810.97493548982, 251817.00953785202, 251821.54501583206, 251824.71486352035, 251826.6911265219, 251827.6692057529, 251827.85397038062, 251827.44756358338, 251826.63933979569, 251825.59830025246, 251824.4681886083, 251823.36513070576, 251822.3774421987, 251821.5670634117, 251820.97204899625, 251820.60962695233, 251820.4794951426, 251820.56717840186, 251820.84737416834, 251821.28724816127, 251821.84961654048, 251822.4959014902, 251823.18871252798, 251823.89391151455, 251824.58207015425, 251825.22930780437, 251825.81757762318, 251826.33452472498, 251826.77305762807, 251827.1307558621, 251827.40919703874, 251827.61324563122, 251827.7503185164, 251827.8296357249, 251827.86147449596, 251827.85646019748, 251827.8249375549, 251827.7764628107, 251827.71944181377, 251827.66091642878, 251827.60648049111, 251827.56029369694, 251827.52516019356, 251827.50264598464, 251827.493220667, 251827.49641847622, 251827.51101769716, 251827.5352358335, 251827.56693247857, 251827.6038069065, 251827.64357529941, 251827.6841150705, 251827.72356950433, 251827.76041275158, 251827.79348071746, 251827.82197577006]","[0.9359, 0.9355, 0.9353, 0.9352, 0.9349, 0.9344, 0.9341, 0.9335, 0.9332, 0.9333, 0.9331, 0.933, 0.9328, 0.9326, 0.9322, 0.9321, 0.9321, 0.9313, 0.9309, 0.9306, 0.9304, 0.9304, 0.93, 0.9299, 0.9294, 0.9293, 0.9292, 0.9289, 0.9287, 0.9286, 0.9287, 0.9284, 0.9284, 0.9282, 0.9281, 0.9282, 0.928, 0.928, 0.9284, 0.9285, 0.9287, 0.9287, 0.929, 0.9295, 0.9302, 0.9306, 0.9306, 0.9309, 0.9312, 0.9319, 0.932, 0.9323, 0.9325, 0.933, 0.9332, 0.9334, 0.9333, 0.9332, 0.9331, 0.9332, 0.933, 0.933, 0.933, 0.9328, 0.9328, 0.9328, 0.933, 0.9331, 0.9331, 0.9333, 0.9332, 0.9335, 0.9336, 0.9336, 0.9339, 0.9342, 0.9345, 0.9345, 0.9346, 0.9346, 0.9347, 0.9349, 0.935, 0.9352, 0.9352, 0.9352, 0.9352, 0.9353, 0.9354, 0.9355, 0.9357, 0.9358, 0.9361, 0.9361, 0.9366, 0.9367, 0.9371, 0.9369, 0.9367, 0.9365, 0.9365, 0.9366, 0.9366, 0.9368, 0.9368, 0.9368, 0.9368, 0.9369, 0.9369, 0.9368, 0.9369, 0.937, 0.9369, 0.9367, 0.9369, 0.9372, 0.9371, 0.9374, 0.9375, 0.9377, 0.9377, 0.9374, 0.9374, 0.9376, 0.9375, 0.9374, 0.9374, 0.9374, 0.9374, 0.9373, 0.9373, 0.9374, 0.9374, 0.9373, 0.9373, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9375, 0.9376, 0.9376, 0.9376, 0.9375, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9375, 0.9375, 0.9375, 0.9375, 0.9376, 0.9376, 0.9376, 0.9376, 0.9376, 0.9376, 0.9376, 0.9376, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9375, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374, 0.9374]","{'kernel variance': array(0.00796395), 'kernel lengthscale': array(6.05204857), 'likelihood variance': array(0.02261454)}"
